"","TargetID","adjp","coef","coef.hrs","Significance"
"46","cg23803172",0.912882563705174,7.93896282389465e-06,0.000476337769433679,"non-sig"
"47","cg19411932",0.789359794526111,-1.68046774738489e-05,-0.00100828064843094,"non-sig"
"48","cg20788133",0.687108602837605,-5.16789748973505e-05,-0.00310073849384103,"non-sig"
"49","cg08939496",0.923896393122899,1.73599879383768e-05,0.00104159927630261,"non-sig"
"50","cg16736630",0.0359105071205828,-8.58119284622119e-05,-0.00514871570773272,"sig"
"51","cg01793617",0.799773779910413,-1.54538844561836e-05,-0.000927233067371017,"non-sig"
"52","cg09139287",0.298781958688974,0.000103207616245551,0.00619245697473307,"non-sig"
"53","cg05662829",0.948643894012478,-1.2135587541597e-05,-0.00072813525249582,"non-sig"
"54","cg22714517",0.956757144303939,-7.96492957991612e-06,-0.000477895774794967,"non-sig"
"55","cg00168193",0.514170603222505,7.71293915050051e-05,0.0046277634903003,"non-sig"
"56","cg14280098",0.85184736114452,-2.06054775884877e-05,-0.00123632865530926,"non-sig"
"57","cg15903280",0.325025793490547,5.24877276584623e-05,0.00314926365950774,"non-sig"
"58","cg04352959",0.960406790157301,5.64057618944216e-06,0.00033843457136653,"non-sig"
"59","cg08258224",0.883582077589041,-1.64937179761575e-05,-0.000989623078569447,"non-sig"
"60","cg12285627",0.504501221285028,-1.55009231780393e-05,-0.000930055390682358,"non-sig"
"61","cg05898754",0.901723203079945,-8.97862019985617e-06,-0.00053871721199137,"non-sig"
"62","cg03128332",0.76698815368499,-3.32989877406087e-05,-0.00199793926443652,"non-sig"
"63","cg15994267",0.697941941356783,-1.7502876471628e-05,-0.00105017258829768,"non-sig"
"64","cg16619049",0.592374470152998,7.37522267214723e-05,0.00442513360328834,"non-sig"
"65","cg23100540",0.320853435143314,4.72365676081119e-05,0.00283419405648671,"non-sig"
"66","cg20275697",0.59951228021569,-7.74163916456812e-05,-0.00464498349874087,"non-sig"
"67","cg05475702",0.492996086383082,3.12002470097632e-05,0.00187201482058579,"non-sig"
"68","cg18147296",0.421101991653595,5.70932978707595e-05,0.00342559787224557,"non-sig"
"69","cg05597748",0.578699333901705,2.50240936079653e-05,0.00150144561647792,"non-sig"
"70","cg00111697",0.924248726034965,1.0173173980756e-05,0.000610390438845357,"non-sig"
"71","cg10988531",0.840538089850926,2.2881791330723e-05,0.00137290747984338,"non-sig"
"72","cg24373735",0.986236055989783,4.055749930319e-06,0.00024334499581914,"non-sig"
"73","cg13938959",0.912373035641785,1.07559146134855e-05,0.000645354876809129,"non-sig"
"74","cg12445832",0.944139274104583,-6.10905980200083e-06,-0.00036654358812005,"non-sig"
"75","cg23999112",0.969307711951598,-4.13947058771988e-06,-0.000248368235263193,"non-sig"
"76","cg11527153",0.814638911542217,2.51795193491849e-05,0.0015107711609511,"non-sig"
"77","cg27573606",0.161715206426976,-6.54544280317558e-05,-0.00392726568190535,"non-sig"
"78","cg04195702",0.991717112359732,2.1340969549818e-06,0.000128045817298908,"non-sig"
"79","cg01062849",0.925898170160084,-1.32831022033142e-05,-0.000796986132198852,"non-sig"
"80","cg08128007",0.934259572414742,1.8730328619305e-05,0.0011238197171583,"non-sig"
"81","cg23733394",0.968657814374741,8.89055905982896e-06,0.000533433543589737,"non-sig"
"82","cg13371836",0.968507760577636,-3.23048103228874e-06,-0.000193828861937324,"non-sig"
"83","cg04407431",0.977913539793152,2.35191563937749e-06,0.000141114938362649,"non-sig"
"84","cg13565718",0.620520945508866,4.74075078839303e-05,0.00284445047303582,"non-sig"
"85","cg01097950",0.99406298819281,7.53641507555029e-07,4.52184904533018e-05,"non-sig"
"86","cg08900511",0.471524174245205,5.18894616897832e-05,0.00311336770138699,"non-sig"
"87","cg04410003",0.904212623182195,-2.67730529806485e-05,-0.00160638317883891,"non-sig"
"88","cg18762746",0.398688093532426,-7.37612723830186e-05,-0.00442567634298111,"non-sig"
"89","cg12726839",0.87421108911018,2.28195680521958e-05,0.00136917408313175,"non-sig"
"90","cg04364728",0.909159369302486,7.37140280779763e-06,0.000442284168467858,"non-sig"
"91","cg05151709",0.531341576684795,-2.40669034267874e-05,-0.00144401420560724,"non-sig"
"92","cg08546707",0.910870365351793,-1.16176925176544e-05,-0.000697061551059267,"non-sig"
"93","cg06154531",0.623737221210474,-4.27464887791436e-05,-0.00256478932674861,"non-sig"
"94","cg01782097",0.333240042550805,-2.16624934890562e-05,-0.00129974960934337,"non-sig"
"95","cg20825023",0.321711418573895,-2.17459137736056e-05,-0.00130475482641633,"non-sig"
"96","cg12549180",0.681065020025056,-9.90986997640517e-06,-0.00059459219858431,"non-sig"
"97","cg11851804",0.845128428937996,-1.78262637131775e-05,-0.00106957582279065,"non-sig"
"98","cg06623778",0.649277028111505,-3.1818564907122e-05,-0.00190911389442732,"non-sig"
"99","cg14528386",0.724863286122292,-1.77476817562311e-05,-0.00106486090537386,"non-sig"
"100","cg17436295",0.184686282099018,-3.37093871985631e-05,-0.00202256323191379,"non-sig"
"101","cg18865112",0.627541378533255,7.97175362576585e-05,0.00478305217545951,"non-sig"
"102","cg19642727",0.82346735192285,1.40074427561533e-05,0.000840446565369199,"non-sig"
"103","cg21407818",0.924248726034965,7.69580409857364e-06,0.000461748245914419,"non-sig"
"104","cg22226438",0.807950009708314,2.14670860105524e-05,0.00128802516063315,"non-sig"
"105","cg08029603",0.878609650114463,1.7697031503415e-05,0.0010618218902049,"non-sig"
"106","cg16347928",0.994160741209838,1.54681805877179e-06,9.28090835263075e-05,"non-sig"
"107","cg22699361",0.235026465481556,0.000116891106942407,0.00701346641654443,"non-sig"
"108","cg03890988",0.860525388684795,-5.54003004608261e-06,-0.000332401802764956,"non-sig"
"109","cg21786289",0.263137467601939,3.62322555395209e-05,0.00217393533237125,"non-sig"
"110","cg13897241",0.799773779910413,1.9435809201931e-05,0.00116614855211586,"non-sig"
"111","cg13176867",0.0901156444434558,7.80706388541331e-05,0.00468423833124799,"non-sig"
"112","cg15105996",0.0147119886562605,0.000140168176316206,0.00841009057897235,"sig"
"113","cg02565062",0.0887707351999365,4.18747383084467e-05,0.0025124842985068,"non-sig"
"114","cg09856436",0.0036381869237251,5.84954547719496e-05,0.00350972728631698,"sig"
"115","cg19159092",0.847623637958911,9.707906110124e-06,0.00058247436660744,"non-sig"
"116","cg08132177",0.990573421856677,1.26126229209641e-06,7.56757375257845e-05,"non-sig"
"117","cg27050229",0.532283080659695,-6.71169620557456e-05,-0.00402701772334474,"non-sig"
"118","cg06931612",0.437136709404574,1.59120738005532e-05,0.000954724428033191,"non-sig"
"119","cg11407801",0.679773327682295,1.72934999825872e-05,0.00103760999895523,"non-sig"
"120","cg01197763",0.372507450246689,4.86567434496032e-05,0.00291940460697619,"non-sig"
"121","cg01980454",0.492415341148181,-6.47346268469974e-05,-0.00388407761081984,"non-sig"
"122","cg16352085",0.84966019190462,1.69402487352588e-05,0.00101641492411553,"non-sig"
"123","cg04839849",0.938534007704605,-8.11236185459311e-06,-0.000486741711275587,"non-sig"
"124","cg03725447",0.913360911055922,1.67175341260208e-05,0.00100305204756125,"non-sig"
"125","cg25215298",0.687981633078852,-1.50322753588336e-05,-0.000901936521530018,"non-sig"
"126","cg04672450",0.877857356727385,-1.00817519644876e-05,-0.000604905117869258,"non-sig"
"127","cg27487046",0.722241133278024,2.1657975535409e-05,0.00129947853212454,"non-sig"
"128","cg06091566",0.687981633078852,-5.66057368012505e-05,-0.00339634420807503,"non-sig"
"129","cg03735847",0.92925103260171,-7.84281718150151e-06,-0.00047056903089009,"non-sig"
"130","cg03180780",0.968625862571198,3.23208103446091e-06,0.000193924862067655,"non-sig"
"131","cg09166659",0.622605281525131,2.73617488349469e-05,0.00164170493009681,"non-sig"
"132","cg05527507",0.691392211637035,2.91928391098031e-05,0.00175157034658819,"non-sig"
"133","cg14324200",0.975714899764613,3.3272597906531e-06,0.000199635587439186,"non-sig"
"134","cg02663945",0.54655787336248,4.30694396374003e-05,0.00258416637824402,"non-sig"
"135","cg13856810",0.0306720110188372,8.45316493422064e-05,0.00507189896053238,"sig"
"136","cg02896266",0.195057389531924,3.68312525171804e-05,0.00220987515103082,"non-sig"
"137","cg13806162",0.949160233763192,8.45224688174341e-06,0.000507134812904605,"non-sig"
"138","cg23225454",0.900078155359977,6.86238921510189e-06,0.000411743352906113,"non-sig"
"139","cg00976181",0.408309100959775,2.30622375994762e-05,0.00138373425596857,"non-sig"
"140","cg10711230",0.89836182878225,-1.42804030047589e-05,-0.000856824180285536,"non-sig"
"141","cg00145911",0.733249453853488,3.2316757782966e-05,0.00193900546697796,"non-sig"
"142","cg13546858",0.958385227677309,9.59725937947496e-06,0.000575835562768498,"non-sig"
"143","cg13692836",0.772046354468865,-3.20891233889307e-05,-0.00192534740333584,"non-sig"
"144","cg06531475",0.846034710109241,-2.10724394054859e-05,-0.00126434636432916,"non-sig"
"145","cg06624358",0.477245741368482,-5.45644470596469e-05,-0.00327386682357881,"non-sig"
"146","cg14156792",0.451199008352259,-7.00365146105691e-05,-0.00420219087663415,"non-sig"
"147","cg24997886",0.606655864603444,-4.55661843005235e-05,-0.00273397105803141,"non-sig"
"148","cg01727431",0.395180057648272,-6.65844731043628e-05,-0.00399506838626177,"non-sig"
"149","cg10146935",0.928519363295895,-2.49103381633915e-05,-0.00149462028980349,"non-sig"
"150","cg02439789",0.879499777676727,-1.78502904643912e-05,-0.00107101742786347,"non-sig"
"151","cg24362661",0.91808844035495,-1.32858854184401e-05,-0.000797153125106405,"non-sig"
"152","cg05819296",0.722166690593232,3.57192576792854e-05,0.00214315546075713,"non-sig"
"153","cg00582671",0.825860901927251,1.74315701431699e-05,0.0010458942085902,"non-sig"
"154","cg22485363",0.919026517486162,-2.06027645554408e-05,-0.00123616587332645,"non-sig"
"155","cg06036236",0.636007362279843,3.3887189214864e-05,0.00203323135289184,"non-sig"
"156","cg13904806",0.618601228667313,-0.000145931519434363,-0.00875589116606176,"non-sig"
"157","cg03269716",0.569723384351089,2.19376663424848e-05,0.00131625998054909,"non-sig"
"158","cg04121631",0.712629632099776,-3.33166816841902e-05,-0.00199900090105141,"non-sig"
"159","cg23440882",0.938372852005726,7.41644062244915e-06,0.000444986437346949,"non-sig"
"160","cg23112672",0.709445524403281,-4.22390951073218e-05,-0.00253434570643931,"non-sig"
"161","cg15896339",0.092147256522711,-6.45262399091884e-05,-0.0038715743945513,"non-sig"
"162","cg12454161",0.869869346012121,-7.33419746520465e-06,-0.000440051847912279,"non-sig"
"163","cg09180262",0.864213208340214,-1.55951871235552e-05,-0.000935711227413313,"non-sig"
"164","cg24045482",0.822363735416418,1.50240726115077e-05,0.000901444356690464,"non-sig"
"165","cg09988062",0.808808942933791,-1.40974380416739e-05,-0.000845846282500434,"non-sig"
"166","cg22416074",0.778030046821275,1.69308151024062e-05,0.00101584890614437,"non-sig"
"167","cg19724344",0.968657814374741,2.96951230295817e-06,0.00017817073817749,"non-sig"
"168","cg06838427",0.847396435645301,-1.46530542841028e-05,-0.000879183257046165,"non-sig"
"169","cg10827460",0.820462111613603,9.05811522271857e-06,0.000543486913363114,"non-sig"
"170","cg15742605",0.91890175193475,6.50521771737833e-06,0.0003903130630427,"non-sig"
"171","cg09756115",0.290715595267533,5.18554932556143e-05,0.00311132959533686,"non-sig"
"172","cg23731742",0.228011377066092,9.950403939665e-05,0.005970242363799,"non-sig"
"173","cg23912452",0.981454094595697,-1.33845649047375e-06,-8.03073894284253e-05,"non-sig"
"174","cg06511482",0.441377558656794,5.09047472484787e-05,0.00305428483490872,"non-sig"
"175","cg17153432",0.980123612636286,-2.40616894553542e-06,-0.000144370136732125,"non-sig"
"176","cg00113194",0.893351746494395,-1.7729696451156e-05,-0.00106378178706936,"non-sig"
"177","cg02968844",0.943160524749993,6.92929708832946e-06,0.000415757825299768,"non-sig"
"178","cg16248916",0.9125327195112,-9.07728114248057e-06,-0.000544636868548834,"non-sig"
"179","cg20322444",0.233721900626974,7.2550879035101e-05,0.00435305274210606,"non-sig"
"180","cg07983659",0.502780639337905,2.50031157505678e-05,0.00150018694503407,"non-sig"
"181","cg11733071",0.643446436027663,2.26976863236404e-05,0.00136186117941843,"non-sig"
"182","cg01394461",0.665000249704454,-1.79396499442395e-05,-0.00107637899665437,"non-sig"
"183","cg09555360",0.774261547936376,2.92861261179657e-05,0.00175716756707794,"non-sig"
"184","cg07701223",0.435857207519372,3.79553890384515e-05,0.00227732334230709,"non-sig"
"185","cg13060902",0.823849180385379,1.5709668778793e-05,0.000942580126727578,"non-sig"
"186","cg21830050",0.589226162806837,8.21806560298717e-05,0.0049308393617923,"non-sig"
"187","cg02326551",0.504523434168652,-5.5826757233641e-05,-0.00334960543401846,"non-sig"
"188","cg15684274",0.470538795174527,8.11502200626001e-05,0.004869013203756,"non-sig"
"189","cg16005420",0.996996908862951,8.04584092240706e-07,4.82750455344424e-05,"non-sig"
"190","cg20453388",0.833190535395962,-2.90440466875365e-05,-0.00174264280125219,"non-sig"
"191","cg24664590",0.9125327195112,-1.87491971938722e-05,-0.00112495183163233,"non-sig"
"192","cg08472719",0.736582323341071,3.07728564054638e-05,0.00184637138432783,"non-sig"
"193","cg03161767",0.788418083638389,2.38033855117679e-05,0.00142820313070607,"non-sig"
"194","cg10207527",0.273148939347268,-5.01625220225963e-05,-0.00300975132135578,"non-sig"
"195","cg04485075",0.934259572414742,-1.05585028383948e-05,-0.000633510170303689,"non-sig"
"196","cg16389252",0.904212623182195,1.17164715232815e-05,0.00070298829139689,"non-sig"
"197","cg19923810",0.776119272718331,-1.67539325690655e-05,-0.00100523595414393,"non-sig"
"198","cg25096313",0.588198812828156,-4.98192429645227e-05,-0.00298915457787136,"non-sig"
"199","cg16993975",0.915068352730749,1.17012007364727e-05,0.000702072044188363,"non-sig"
"200","cg22114309",0.860041675022308,-8.6658296032043e-06,-0.000519949776192258,"non-sig"
"201","cg11132698",0.956446576470184,5.61555315864632e-06,0.000336933189518779,"non-sig"
"202","cg09789536",0.784290128898809,-1.76392699774233e-05,-0.0010583561986454,"non-sig"
"203","cg26866020",0.975714899764613,-2.67489090789853e-06,-0.000160493454473912,"non-sig"
"204","cg17505193",0.937317065557889,-6.71091412648496e-06,-0.000402654847589098,"non-sig"
"205","cg13802035",0.972400891429428,5.42057944163097e-06,0.000325234766497858,"non-sig"
"206","cg07582955",0.986827270666667,-1.27010901076502e-06,-7.62065406459013e-05,"non-sig"
"207","cg16968662",0.956757144303939,-3.74132939688305e-06,-0.000224479763812983,"non-sig"
"208","cg07696918",0.909352513641101,-1.27936494361982e-05,-0.000767618966171893,"non-sig"
"209","cg04359978",0.924248726034965,9.40410593151335e-06,0.000564246355890801,"non-sig"
"210","cg07236207",0.178253322560443,9.54073459492665e-05,0.00572444075695599,"non-sig"
"211","cg11084308",0.945153694856614,9.83878489465991e-06,0.000590327093679595,"non-sig"
"212","cg03148373",0.976853540357174,1.25488847157137e-06,7.52933082942823e-05,"non-sig"
"213","cg10644916",0.772398882428619,-4.80889169225897e-05,-0.00288533501535538,"non-sig"
"214","cg01930745",0.584102304215651,6.27044988981818e-05,0.00376226993389091,"non-sig"
"215","cg14831166",0.635104545488977,-5.24806203098213e-05,-0.00314883721858928,"non-sig"
"216","cg11246447",0.968625862571198,-8.05161269268669e-06,-0.000483096761561202,"non-sig"
"217","cg14997037",0.829483536755526,2.83414154200121e-05,0.00170048492520073,"non-sig"
"218","cg15648958",0.773738252875442,3.8458637985605e-05,0.0023075182791363,"non-sig"
"219","cg03041482",0.74177301440499,3.5603812325459e-05,0.00213622873952754,"non-sig"
"220","cg00328058",0.292353030515255,2.91619664568009e-05,0.00174971798740805,"non-sig"
"221","cg25742326",0.625989247223384,4.56945556180286e-05,0.00274167333708172,"non-sig"
"222","cg12663811",0.789758665415762,2.09259920786079e-05,0.00125555952471647,"non-sig"
"223","cg07390924",0.753661007483655,2.25045276162182e-05,0.00135027165697309,"non-sig"
"224","cg10110857",0.975043744027773,3.30549931946689e-06,0.000198329959168013,"non-sig"
"225","cg10375192",0.96916141687435,-2.10468568275479e-06,-0.000126281140965288,"non-sig"
"226","cg02056921",0.717778557150681,4.57738569755764e-05,0.00274643141853458,"non-sig"
"227","cg21832150",0.805817516068642,1.84885987387983e-05,0.0011093159243279,"non-sig"
"228","cg24076968",0.86291965564985,-2.04786816531138e-05,-0.00122872089918683,"non-sig"
"229","cg12536471",0.986669464064588,-2.54796523928324e-06,-0.000152877914356995,"non-sig"
"230","cg06324192",0.984171447955296,8.3839091733404e-07,5.03034550400424e-05,"non-sig"
"231","cg23207077",0.629423928187782,-2.41562067500388e-05,-0.00144937240500233,"non-sig"
"232","cg22381068",0.955005650326724,-6.79736808142288e-06,-0.000407842084885373,"non-sig"
"233","cg22481263",0.954529194688483,6.52518097352434e-06,0.000391510858411461,"non-sig"
"234","cg04865998",0.995506017427191,1.80526364962012e-06,0.000108315818977207,"non-sig"
"235","cg07195057",0.977568004157843,5.89468457835379e-06,0.000353681074701227,"non-sig"
"236","cg26679367",0.976789747202823,-4.97262897003127e-06,-0.000298357738201876,"non-sig"
"237","cg23596291",0.439991052588063,0.000120228077023856,0.00721368462143134,"non-sig"
"238","cg06818851",0.579783195959361,9.92372434433694e-05,0.00595423460660216,"non-sig"
"239","cg23956473",0.736582323341071,3.34643558051963e-05,0.00200786134831178,"non-sig"
"240","cg16352072",0.788926659517393,-3.17034481305002e-05,-0.00190220688783001,"non-sig"
"241","cg25107893",0.375497049334388,-5.63747292706063e-05,-0.00338248375623638,"non-sig"
"242","cg05505459",0.679739422056578,-4.64762180077441e-05,-0.00278857308046465,"non-sig"
"243","cg23635910",0.942164485312911,-3.08843965313787e-05,-0.00185306379188272,"non-sig"
"244","cg08843537",0.637116289808374,9.99452450028695e-05,0.00599671470017217,"non-sig"
"245","cg22348654",0.844332300622997,-3.4861973879477e-05,-0.00209171843276862,"non-sig"
"246","cg18166741",0.718256937902827,-6.52122639306891e-05,-0.00391273583584134,"non-sig"
"247","cg22699004",0.832362367580264,4.16137877659714e-05,0.00249682726595828,"non-sig"
"248","cg10824915",0.932959599982686,-6.75277229519693e-06,-0.000405166337711816,"non-sig"
"249","cg22599150",0.977310790050217,-2.73684026245934e-06,-0.000164210415747561,"non-sig"
"250","cg16349774",0.708774611804083,2.2068404179391e-05,0.00132410425076346,"non-sig"
"251","cg18439833",0.220834446647633,3.41046517688318e-05,0.00204627910612991,"non-sig"
"252","cg15526941",0.722316564792993,1.99860797363064e-05,0.00119916478417839,"non-sig"
"253","cg10201533",0.768997511851029,1.97382910129837e-05,0.00118429746077902,"non-sig"
"254","cg11235921",0.451377503738138,-3.22871461274299e-05,-0.00193722876764579,"non-sig"
"255","cg11782208",0.938155030761847,-2.27804520977044e-05,-0.00136682712586226,"non-sig"
"256","cg11143486",0.296010051714747,0.000147103362491664,0.00882620174949983,"non-sig"
"257","cg10381813",0.863946655466792,-3.00349920532892e-05,-0.00180209952319735,"non-sig"
"258","cg14350158",0.996825317752504,7.68388500122645e-07,4.61033100073587e-05,"non-sig"
"259","cg16417258",0.799773779910413,-2.23314952319107e-05,-0.00133988971391464,"non-sig"
"260","cg03394722",0.345261232329317,-6.72962518906692e-05,-0.00403777511344015,"non-sig"
"261","cg26114254",0.726148238192179,-5.11359775687343e-05,-0.00306815865412406,"non-sig"
"262","cg10010734",0.726655214171261,7.05361378613112e-05,0.00423216827167867,"non-sig"
"263","cg03648020",0.837858122178389,1.93510436189104e-05,0.00116106261713462,"non-sig"
"264","cg01729262",0.788418083638389,1.64458623976608e-05,0.00098675174385965,"non-sig"
"265","cg15882305",0.612368132819876,7.03792176873873e-05,0.00422275306124324,"non-sig"
"266","cg15713103",0.861622621688016,-1.5065356465441e-05,-0.000903921387926458,"non-sig"
"267","cg26003967",0.349222806796689,-4.69299783483402e-05,-0.00281579870090041,"non-sig"
"268","cg23552821",0.471524174245205,-2.2311746201265e-05,-0.0013387047720759,"non-sig"
"269","cg26224305",0.884683599873157,-2.66926595858808e-05,-0.00160155957515285,"non-sig"
"270","cg05095110",0.573660935511047,-3.35381215316036e-05,-0.00201228729189622,"non-sig"
"271","cg15578015",0.847396435645301,1.40271462306829e-05,0.000841628773840975,"non-sig"
"272","cg23205003",0.845667220639069,-1.73675574452394e-05,-0.00104205344671437,"non-sig"
"273","cg17907238",0.768135860260821,-1.82562936581911e-05,-0.00109537761949147,"non-sig"
"274","cg02397514",0.714884868275725,-3.82925759697253e-05,-0.00229755455818352,"non-sig"
"275","cg12257384",0.3161481369896,-8.6338483633717e-05,-0.00518030901802302,"non-sig"
"276","cg00447632",0.844332300622997,-2.09779131989634e-05,-0.0012586747919378,"non-sig"
"277","cg26339484",0.825774733335215,-2.21983900649537e-05,-0.00133190340389722,"non-sig"
"278","cg27430493",0.796104753826794,-2.05683035912479e-05,-0.00123409821547487,"non-sig"
"279","cg25066040",0.845116086852141,-1.68226560934822e-05,-0.00100935936560893,"non-sig"
"280","cg27060622",0.971173274376352,-3.59486238376929e-06,-0.000215691743026157,"non-sig"
"281","cg08122545",0.800833824478832,-2.1512791470925e-05,-0.0012907674882555,"non-sig"
"282","cg15825501",0.424306044386149,-4.70446619514184e-05,-0.0028226797170851,"non-sig"
"283","cg13468764",0.890080942831769,-2.11478354359578e-05,-0.00126887012615747,"non-sig"
"284","cg26321643",0.817008515674471,2.77009897233465e-05,0.00166205938340079,"non-sig"
"285","cg16578267",0.349834868316082,-8.13649861422141e-05,-0.00488189916853285,"non-sig"
"286","cg18977839",0.984689081173054,2.48320577911616e-06,0.00014899234674697,"non-sig"
"287","cg09332175",0.788418083638389,1.225988597981e-05,0.000735593158788603,"non-sig"
"288","cg16034521",0.955005650326724,8.67470473089169e-06,0.000520482283853502,"non-sig"
"289","cg10176463",0.789404212559262,-1.5690283169681e-05,-0.000941416990180858,"non-sig"
"290","cg25350899",0.669616555188642,-3.53459758313183e-05,-0.0021207585498791,"non-sig"
"291","cg13219080",0.492996086383082,-4.20043596681737e-05,-0.00252026158009042,"non-sig"
"292","cg09364122",0.95079701443048,-2.98577496959098e-06,-0.000179146498175459,"non-sig"
"293","cg17142931",0.899405400811816,1.19844684884805e-05,0.000719068109308827,"non-sig"
"294","cg20064006",0.855855589349764,1.57929156581452e-05,0.000947574939488711,"non-sig"
"295","cg17006413",0.588365448785254,1.26504305774343e-05,0.000759025834646057,"non-sig"
"296","cg21472517",0.626453257602253,1.28581690775545e-05,0.000771490144653268,"non-sig"
"297","cg18019572",0.908574857759555,1.66083561108372e-05,0.000996501366650234,"non-sig"
"298","cg22673826",0.94040837092471,-6.69558728831399e-06,-0.00040173523729884,"non-sig"
"299","cg10625579",0.905241730303816,-3.71260503887417e-05,-0.0022275630233245,"non-sig"
"300","cg01922485",0.985656552385005,1.36038077228777e-06,8.16228463372659e-05,"non-sig"
"301","cg12763038",0.828286338695454,1.26629133133984e-05,0.000759774798803906,"non-sig"
"302","cg26155170",0.77748594408883,-3.45565555169524e-05,-0.00207339333101714,"non-sig"
"303","cg08853797",0.998866602124569,-2.5598398414245e-07,-1.5359039048547e-05,"non-sig"
"304","cg03125763",0.950932126232546,-7.24940262732541e-06,-0.000434964157639524,"non-sig"
"305","cg26155520",0.991373769460373,-2.04114638059392e-06,-0.000122468782835635,"non-sig"
"306","cg23691733",0.925474126542347,1.36038752235763e-05,0.000816232513414578,"non-sig"
"307","cg04985032",0.996825317752504,8.8034675426682e-07,5.28208052560092e-05,"non-sig"
"308","cg24004483",0.989319979731269,-2.2950937195272e-06,-0.000137705623171632,"non-sig"
"309","cg23281018",0.595628111775985,-3.31911489594294e-05,-0.00199146893756577,"non-sig"
